"","keyword","title","authors","rating","num_of_rating","num_of_reviews","text"
"2137","the chronicles of narnia","The Magician's Nephew the Chronicles of Narnia by C. S. Lewis Student Workbook: Quick Student Workbooks","John Pennington",0,0,0,"The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. What students will construct and identify the following areas of knowledge. Character  The Quick Student Workbooks are designed to get students thinking critically about the text they read and providing a guided study format to facilitate in improved learning and retention. Teachers and Homeschool Instructors may use them to improve student learning and organization. What students will construct and identify the following areas of knowledge. Character Identification Events Location Vocabulary Main Idea Conflict And more as appropriate to the text.  ...more"
"2138","the chronicles of narnia","The Chronicles of Narnia","C.S. LIU YI SI",0,0,0,"Pub Date :2014-05-01 Publisher: Yilin Press. The Chronicles of Narnia is a magical story of Lewis seven in the series from 1951 to 1956 between creation. respectively. the magician's nephew. The Lion. the Witch and the Wardrobe. The Horse with the boys. Prince Caspian. Dawn Treader those numbers. The Silver Chair . Halo. The story of Narnia is a mystical fantasy world. in  Pub Date :2014-05-01 Publisher: Yilin Press. The Chronicles of Narnia is a magical story of Lewis seven in the series from 1951 to 1956 between creation. respectively. the magician's nephew. The Lion. the Witch and the Wardrobe. The Horse with the boys. Prince Caspian. Dawn Treader those numbers. The Silver Chair . Halo. The story of Narnia is a mystical fantasy world. in these stories. heroes or by virtue little magic ring. or into the fantasy world of Narnia through a variety of methods wonderful closet doors. etc. They Through heroic adventure. the Witch and the tyrant wits to save Narnia books. there are people who would say. then animals: giant. centaurs. dragons. dryads. goblins and mermaids and so on. there are good sheep strange and dwarfs. as well as the great lion Aslan in them with the help of small heroes through heroic adventures and battles. time and time again...  ...more"
"2139","the chronicles of narnia","The C.S. Lewis Chronicles: The Indispensable Biography of the Creator of Narnia Full of Little-Known Facts, Events and Miscellany","Colin Duriez, Brian Sibley (Foreword)",3.84,38,5,"This biography reconstructs Lewis' professional and daily life. More than 100 sidebars offer little-known trivia tidbits on the more personal side, and cover such topics as the contents of his home library, 10 things he believed about cats, his favorite beers and pubs, and the women and friends in his life."
"2140","the chronicles of narnia","The Keys to the Chronicles: Unlocking the Symbols of C. S. Lewis's Narnia","Marvin D. Hinten",3.83,30,5,"Most readers of the C. S. Lewis's Chronicles of Narnia know that there is more there than meets the eye. Certain story elements have obvious duel meanings-a second layer below the surface-like the death and resurrection of Aslan the lion. But where does the name Aslan come from? What are other key Bible references in the Chronicles of Narnia? Did Lewis make up the names,  Most readers of the C. S. Lewis's Chronicles of Narnia know that there is more there than meets the eye. Certain story elements have obvious duel meanings-a second layer below the surface-like the death and resurrection of Aslan the lion. But where does the name Aslan come from? What are other key Bible references in the Chronicles of Narnia? Did Lewis make up the names, or do they have a deeper meaning too? And do even Lewis's own personal feelings about prunes show up in these books? The Keys to the Chronicles will unlock the literary, linguistic, biographical, biblical, and mythological depth of Lewis's masterpiece.  ...more"
"2141","the chronicles of narnia","Aslan in Our World: A Guide to the Chronicles of Narnia: The Horse and His Boy","Cate McDermott",4,1,0,"The Aslan in Our World Study Guide Series is designed to lead readers into discovering the connections between the principles of Narnian adventure and the truths of Christian theology. Through thought-provoking questions, Scripture references, and proposed discussion topics, study groups, families, or individuals may uncover the rich Christian testimony of C.S. Lewis in  The Aslan in Our World Study Guide Series is designed to lead readers into discovering the connections between the principles of Narnian adventure and the truths of Christian theology. Through thought-provoking questions, Scripture references, and proposed discussion topics, study groups, families, or individuals may uncover the rich Christian testimony of C.S. Lewis in the Chronicles of Narnia for themselves.  ...more"
"2142","the chronicles of narnia","The Chronicles of Narnia Coloring Book for Kids and Adults: Amazing Chronicles of Narnia Coloring Pages(unofficial)","Kay Debs",5,1,0,"The Chronicles of Narnia is a series of seven fantasy novels by C. S. Lewis. It is considered a classic of children's literature and is the author's best-known work, having sold over 100 million copies in 47 languages.[1][2] Written by Lewis, illustrated by Pauline Baynes, Chris Van Allsburg in 1978, and Leo and Diane Dillon in 1994, and originally published in London  The Chronicles of Narnia is a series of seven fantasy novels by C. S. Lewis. It is considered a classic of children's literature and is the author's best-known work, having sold over 100 million copies in 47 languages.[1][2] Written by Lewis, illustrated by Pauline Baynes, Chris Van Allsburg in 1978, and Leo and Diane Dillon in 1994, and originally published in London between 1950 and 1956, The Chronicles of Narnia has been adapted several times, complete or in part, for radio, television, the stage, and film. Set in the fictional realm of Narnia, a fantasy world of magic, mythical beasts, and talking animals, the series narrates the adventures of various children who play central roles in the unfolding history of that world. Except in The Horse and His Boy, the protagonists are all children from the real world, magically transported to Narnia, where they are called upon by the lion Aslan to protect Narnia from evil and restore the throne to its rightful line. The books span the entire history of Narnia, from its creation in The Magician's Nephew to its eventual destruction in The Last Battle. Inspiration for the series was taken from multiple sources; in addition to adapting numerous traditional Christian themes, Lewis freely borrowed characters and ideas from Greek and Roman mythology as well as from traditional British and Irish fairy tales. The books have profoundly influenced adult and children's fantasy literature since World War II. Lewis's exploration of themes not usually present in children's literature, such as religion, as well as the books' perceived treatment of issues including race and gender, has caused some controversy. Relieve stress with the chronicles of narnia coloring book.  ...more"
"2143","the chronicles of narnia","The Chronicles of Narnia - Old Narnians: Ape, Asterius, Bear, Bird, Bulgy Bears, Caspian's Nurse, Caspian X, Cornelius, Cruickshanks, Demon, Dumnus, Edmund Pevensie, Fox, Glenstorm, Glenstorm's Sons, Gryphon, Hag, Hogglestock, Jaguar, Leopard, Lightnin...","Source Wikia",5,1,0,"Source: Wikia. Pages: 40. Chapters: Ape, Asterius, Bear, Bird, Bulgy Bears, Caspian's Nurse, Caspian X, Cornelius, Cruickshanks, Demon, Dumnus, Edmund Pevensie, Fox, Glenstorm, Glenstorm's sons, Gryphon, Hag, Hogglestock, Jaguar, Leopard, Lightning Bolt, Lucy Pevensie, Mentius, Minoboar, Mole, Nausus, Nikabrik, Otter, Panther, Pattertwig, Peepiceek, Rat, Reepicheep, Satyr,  Source: Wikia. Pages: 40. Chapters: Ape, Asterius, Bear, Bird, Bulgy Bears, Caspian's Nurse, Caspian X, Cornelius, Cruickshanks, Demon, Dumnus, Edmund Pevensie, Fox, Glenstorm, Glenstorm's sons, Gryphon, Hag, Hogglestock, Jaguar, Leopard, Lightning Bolt, Lucy Pevensie, Mentius, Minoboar, Mole, Nausus, Nikabrik, Otter, Panther, Pattertwig, Peepiceek, Rat, Reepicheep, Satyr, Seven Brothers of Shuddering Wood, Silenus, Susan Pevensie, Tiger, Trufflehunter, Trumpkin, Tyrus, Warthog, Weasel, Werewolf, Wimbleweather, Windmane, Wolf. Excerpt: Apes are primates similar to those in our world. Apes come in different shapes and sizes, but the type of apes weren't mentioned in the book. They are known to have a passion for oranges and bananas (so much that one ape named Shift used it as an excuse for taking over Narnia). They also love nuts. Apes are generally clever, sneaky animals, being able to do many things Humans can (because of their man-like fingers). During the Winter Revolution, there are some apes that were on the side of Aslan and some that are on the side of Jadis. Asterius during the Night Raid Asterius was an elderly male Minotaur that lived during the time of the Narnian Revolution. He lived in hiding in the Shuddering Woods, along with the other Old Narnians, and aided Caspian X and the Pevensies against King Miraz and his Telmarine army. Like the other Old Narnians he longed to see their old homeland returned to its former glory. He has light brown fur, and marks on one of his horns most likely received from a battle. He is said to be imposingly powerful and solemn, as well as being selfless and courageous and possessing great leadership. He is known to fight with a standard Minotaur axe, and seems to wear little armor. He was present at the meeting at the Dancing Lawn, and was one of the Narnians who were willing to blame Caspian for what the Telmarines had taken from them. He soon accepted Caspian as his king. After having met Caspian, Lucy Pevensie ha...  ...more"
"2144","the chronicles of narnia","The Horse and His Boy: The Chronicles of Narnia, Book 3","C. S. Lewis",0,0,0," "
"2145","the chronicles of narnia","The Order of Books: C. S. Lewis: Chronicles of Narnia, Space Trilogy, Apologies, etc.","Titan Read",3.17,12,0,"Great Guide, Great Value Whether you are reading your favorite author or getting to know a new author nothing is more important than reading order. You will spoil the story and your own enjoyment if you read a series in the wrong order and you will miss the development of an authors writing if you read their books in a helter-skelter fashion. With our original reading   Great Guide, Great Value  Whether you are reading your favorite author or getting to know a new author nothing is more important than reading order. You will spoil the story and your own enjoyment if you read a series in the wrong order and you will miss the development of an author’s writing if you read their books in a helter-skelter fashion. With our original reading list you get the perfect tool to enjoy C. S. Lewis’ books the way they where meant to be enjoyed. You can also use the reading list as checklist. Simply use the inbuilt highlight feature to highlight all the books that you have already read. Inside this book you will find a link that will allow you to download three classics for FREE along with three free audiobooks. Enjoy! Note To Readers This is a bibliography. The author and publisher of this book do not guarantee the accuracy and/or completeness of the content within this book and are not liable for damages arising from the use of this book. The bibliography portion of this book can be found in publicly available sources and only includes elements, such as titles and dates of publication, which are not subject to copyright protection. The bibliography is unofficial and not approved, authorized, licensed, or endorsed by any author, publisher, or organization mentioned within it.  ...more"
"2146","the chronicles of narnia","The Heart of Narnia: Wisdom, Virtue, and Life Lessons from the Classic Chronicles","Robert Velarde",4.2,10,2,"Everyday life presents us with a multitude of moral choices. Author C. S. Lewis believed that every ethical decision we make contributes to the shaping of our character.This book explores the great moral themes of Lewis's seven-volume Chronicles of Narnia series, paying particular attention to key vices and virtues, including: Courage and Cowardice Honesty and Dishonesty  Everyday life presents us with a multitude of moral choices. Author C. S. Lewis believed that every ethical decision we make contributes to the shaping of our character.This book explores the great moral themes of Lewis's seven-volume Chronicles of Narnia series, paying particular attention to key vices and virtues, including:<U+2022> Courage and Cowardice<U+2022> Honesty and Dishonesty<U+2022> Mercy and Cruelty<U+2022> Humility and Pride  ...more"
"2147","the chronicles of narnia","The Feminine Ethos in C. S. Lewis<U+02BC>s 'chronicles of Narnia'","Monika B. Hilder, Elizabeth Baird Hardy (Preface)",4.58,12,3,"C. S. Lewis, fantasy novelist, literary scholar, and Christian apologist, is one of the most original and well-known literary figures of the twentieth century. As one who stood at the crossroads of Edwardian and modern thinking, he is often read as a sexist or even misogynistic man of his time, but this fresh rereading assesses Lewis as a prescient thinker who transformed  C. S. Lewis, fantasy novelist, literary scholar, and Christian apologist, is one of the most original and well-known literary figures of the twentieth century. As one who stood at the crossroads of Edwardian and modern thinking, he is often read as a sexist or even misogynistic man of his time, but this fresh rereading assesses Lewis as a prescient thinker who transformed typical Western gender paradigms. The Feminine Ethos in C. S. Lewis's 'Chronicles of Narnia' proposes that Lewis's highly nuanced metaphorical view of gender relations has been misunderstood precisely because it challenges Western chauvinist assumptions on sex and gender. Instead of perpetuating sexism, Lewis subverts the culturally inherited chauvinism of <U+FFFD>masculine<U+FFFD> classical heroism with the biblically inspired vision of a surprisingly <U+FFFD>feminine<U+FFFD> spiritual heroism. His view that we are all <U+FFFD>feminine<U+FFFD> in relation to the <U+FFFD>masculine<U+FFFD> God - a theological feminism that crosses gender lines - means that qualities we tend to consider to be feminine, such as humility, are the qualities essential to being fully human. This book's theoretical framework is Lewis's own, grounded in his view of biblical thinking, as he was informed by writers such as Milton, Wordsworth, and George MacDonald, and in terms of the uniquely progressive implications for twentieth-first century cultural studies. This highly insightful and entertaining study of theological feminism in Lewis's Chronicles of Narnia will be compelling for anyone interested in children's and fantasy literature, Inklings scholarship, gender discourse, ethical and spiritual discourse, literature and theology, and cultural studies in general.  ...more"
